id,player_id,jogos_total,minutos_total,minutos_por_jogo,titularidades,gols_total,gols_por_90,gols_esperados_xg,xg_por_90,finalizacoes_total,finalizacoes_por_90,finalizacoes_no_gol,conversao_gols,grandes_chances_criadas,grandes_chances_perdidas,assistencias_total,assistencias_esperadas_xa,passes_total,passes_certos,passes_decisivos,passes_chave_por_90,passes_longos_certos,cruzamentos_total,cruzamentos_certos,cruzamentos_por_90,escanteios_cobrados,escanteios_cobrados_por_90,desarmes_total,interceptacoes_total,duelos_ganhos,duelos_totais,duelos_aereos_ganhos,dribles_certos,faltas_cometidas,faltas_cometidas_por_90,faltas_sofridas,cartoes_amarelos,cartoes_amarelos_por_90,cartoes_vermelhos,defesas,gols_sofridos,clean_sheets,off_index,cross_index,foul_index,periodo,updated_at,raw_stats,rating,penaltis_defendidos,gols_evitados,erros_para_gol,bolas_recuperadas,toques,xg,xa,chutes_total,chutes_no_gol,impedimentos,sofascore_stats_id
21,6,0,0,0.00,0,0,0.000,0.000,0.000,0,0.00,0,0.00,0,0,0,0.000,0,0,0,0.00,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0.000,0,0,0,0,0.000,0.000,0.000,Brasileirão 2025,2025-12-07 02:31:35.406023,"{""id"": 2460091, ""xa"": 0.1056917, ""xg"": 0.6683, ""gols"": 2, ""tipo"": ""overall"", ""jogos"": 2, ""toques"": 32, ""desarmado"": 1, ""nota_media"": 7.4, ""nota_total"": 14.8, ""finalizacoes"": 5, ""passes_total"": 21, ""duelos_ganhos"": 2, ""gols_sofridos"": 3, ""passes_certos"": 15, ""titularidades"": 1, ""dribles_certos"": 1, ""interceptacoes"": 1, ""passes_cavados"": 1, ""passes_errados"": 6, ""duelos_chao_pct"": 28.571428571429, ""duelos_perdidos"": 5, ""faltas_sofridas"": 1, ""frequencia_gols"": 42, ""gols_pe_direito"": 1, ""jogos_avaliados"": 2, ""minutos_jogados"": 84, ""posses_perdidas"": 8, ""dribles_sofridos"": 4, ""dribles_tentados"": 1, ""gols_dentro_area"": 2, ""gols_pe_esquerdo"": 1, ""passes_decisivos"": 1, ""cruzamentos_total"": 1, ""duelos_ganhos_pct"": 28.571428571429, ""lancamentos_total"": 2, ""passes_certos_pct"": 71.428571428571, ""recuperacoes_bola"": 3, ""conversao_gols_pct"": 40, ""cruzamentos_certos"": 1, ""dribles_certos_pct"": 100, ""duelos_chao_ganhos"": 2, ""finalizacoes_no_gol"": 3, ""passes_campo_ataque"": 15, ""passes_campo_defesa"": 6, ""cruzamentos_certos_pct"": 100, ""finalizacoes_fora_area"": 1, ""finalizacoes_para_fora"": 2, ""gols_mais_assistencias"": 2, ""tentativas_assistencia"": 1, ""grandes_chances_criadas"": 1, ""finalizacoes_dentro_area"": 4, ""gols_sofridos_dentro_area"": 3, ""passes_terco_final_certos"": 8, ""recuperacoes_terco_ataque"": 1, ""passes_campo_ataque_certos"": 10, ""passes_campo_defesa_certos"": 5}",,0,,0,0,0,,,0,0,0,
47,41,0,0,0.00,0,0,0.000,0.000,0.000,0,0.00,0,0.00,0,0,0,0.000,0,0,0,0.00,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0.000,0,0,0,0,0.000,0.000,0.000,Brasileirão 2025,2025-12-07 02:32:13.143083,"{""id"": 2519390, ""xa"": 0.00002098, ""tipo"": ""overall"", ""jogos"": 1, ""cortes"": 1, ""toques"": 6, ""desarmes"": 1, ""nota_media"": 6.6, ""nota_total"": 6.6, ""passes_total"": 2, ""duelos_ganhos"": 1, ""passes_certos"": 1, ""passes_errados"": 1, ""duelos_chao_pct"": 100, ""jogos_avaliados"": 1, ""minutos_jogados"": 21, ""posses_perdidas"": 3, ""duelos_ganhos_pct"": 100, ""passes_certos_pct"": 50, ""duelos_chao_ganhos"": 1, ""passes_campo_ataque"": 1, ""passes_campo_defesa"": 1, ""passes_campo_defesa_certos"": 1}",,0,,0,0,0,,,0,0,0,
22,44,0,0,0.00,0,0,0.000,0.000,0.000,0,0.00,0,0.00,0,0,0,0.000,0,0,0,0.00,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0.000,0,0,0,0,0.000,0.000,0.000,Brasileirão 2025,2025-12-07 02:31:36.061101,"{""id"": 2519384, ""xa"": 0.00310017, ""tipo"": ""overall"", ""jogos"": 1, ""cortes"": 2, ""toques"": 48, ""defesas"": 5, ""nota_media"": 7.2, ""nota_total"": 7.2, ""saidas_gol"": 2, ""passes_total"": 34, ""duelos_ganhos"": 1, ""gols_evitados"": 0.5232, ""gols_sofridos"": 3, ""passes_certos"": 16, ""tiros_de_meta"": 9, ""titularidades"": 1, ""passes_cavados"": 4, ""passes_errados"": 18, ""defesas_seguras"": 1, ""duelos_chao_pct"": 100, ""faltas_sofridas"": 1, ""jogos_avaliados"": 1, ""minutos_jogados"": 90, ""posses_perdidas"": 18, ""defesas_fora_area"": 1, ""duelos_ganhos_pct"": 100, ""lancamentos_total"": 23, ""passes_certos_pct"": 47.058823529412, ""recuperacoes_bola"": 6, ""defesas_espalmadas"": 1, ""duelos_chao_ganhos"": 1, ""lancamentos_certos"": 5, ""saidas_gol_sucesso"": 2, ""defesas_dentro_area"": 4, ""passes_campo_ataque"": 19, ""passes_campo_defesa"": 15, ""passes_cavados_certos"": 4, ""lancamentos_certos_pct"": 21.739130434783, ""gols_sofridos_dentro_area"": 3, ""passes_terco_final_certos"": 2, ""passes_campo_ataque_certos"": 3, ""passes_campo_defesa_certos"": 13}",,0,,0,0,0,,,0,0,0,
23,29,0,0,0.00,0,0,0.000,0.000,0.000,0,0.00,0,0.00,0,0,0,0.000,0,0,0,0.00,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0.000,0,0,0,0,0.000,0.000,0.000,Brasileirão 2025,2025-12-07 02:31:37.077456,"{""id"": 2099562, ""xa"": 1.8227714, ""xg"": 0.6236, ""gols"": 1, ""tipo"": ""overall"", ""jogos"": 15, ""cortes"": 28, ""toques"": 974, ""desarmes"": 29, ""bloqueios"": 3, ""desarmado"": 7, ""nota_media"": 7.3, ""nota_total"": 102.2, ""gols_cabeca"": 1, ""assistencias"": 1, ""finalizacoes"": 15, ""passes_total"": 637, ""duelos_ganhos"": 92, ""gols_sofridos"": 14, ""passes_certos"": 560, ""titularidades"": 14, ""dribles_certos"": 7, ""interceptacoes"": 20, ""passes_cavados"": 23, ""passes_errados"": 77, ""selecao_rodada"": 3, ""bloqueios_linha"": 1, ""desarmes_certos"": 18, ""duelos_chao_pct"": 61.616161616162, ""duelos_perdidos"": 61, ""faltas_sofridas"": 25, ""frequencia_gols"": 1249, ""jogos_avaliados"": 14, ""minutos_jogados"": 1249, ""posses_perdidas"": 142, ""cartoes_amarelos"": 1, ""dribles_sofridos"": 9, ""dribles_tentados"": 14, ""faltas_cometidas"": 18, ""gols_dentro_area"": 1, ""passes_decisivos"": 15, ""cruzamentos_total"": 47, ""duelos_aereos_pct"": 57.407407407407, ""duelos_ganhos_pct"": 60.130718954248, ""lancamentos_total"": 18, ""passes_certos_pct"": 87.912087912088, ""recuperacoes_bola"": 48, ""conversao_gols_pct"": 6.6666666666667, ""cruzamentos_certos"": 13, ""dribles_certos_pct"": 50, ""duelos_chao_ganhos"": 61, ""lancamentos_certos"": 8, ""desarmes_certos_pct"": 62.068965517241, ""finalizacoes_no_gol"": 6, ""passes_campo_ataque"": 443, ""passes_campo_defesa"": 225, ""duelos_aereos_ganhos"": 31, ""jogos_sem_sofrer_gol"": 3, ""passes_cavados_certos"": 14, ""cruzamentos_certos_pct"": 27.659574468085, ""duelos_aereos_perdidos"": 23, ""erros_para_finalizacao"": 2, ""finalizacoes_fora_area"": 5, ""finalizacoes_para_fora"": 6, ""gols_mais_assistencias"": 2, ""lancamentos_certos_pct"": 44.444444444444, ""tentativas_assistencia"": 15, ""gols_sofridos_fora_area"": 2, ""grandes_chances_criadas"": 3, ""finalizacoes_dentro_area"": 10, ""gols_sofridos_dentro_area"": 12, ""passes_terco_final_certos"": 202, ""recuperacoes_terco_ataque"": 4, ""passes_campo_ataque_certos"": 360, ""passes_campo_defesa_certos"": 197}",,0,,0,0,0,,,0,0,0,
24,17,0,0,0.00,0,0,0.000,0.000,0.000,0,0.00,0,0.00,0,0,0,0.000,0,0,0,0.00,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0.000,0,0,0,0,0.000,0.000,0.000,Brasileirão 2025,2025-12-07 02:31:37.881896,"{""id"": 1906258, ""xa"": 1.49831274, ""xg"": 0.2685, ""gols"": 1, ""tipo"": ""overall"", ""jogos"": 17, ""cortes"": 20, ""toques"": 1068, ""desarmes"": 18, ""bloqueios"": 1, ""desarmado"": 5, ""nota_media"": 7.0294117647059, ""nota_total"": 119.5, ""gols_cabeca"": 1, ""finalizacoes"": 7, ""passes_total"": 919, ""duelos_ganhos"": 53, ""gols_sofridos"": 11, ""passes_certos"": 863, ""titularidades"": 15, ""dribles_certos"": 4, ""erros_para_gol"": 1, ""interceptacoes"": 24, ""passes_cavados"": 24, ""passes_errados"": 56, ""selecao_rodada"": 1, ""bloqueios_linha"": 3, ""desarmes_certos"": 13, ""duelos_chao_pct"": 43.589743589744, ""duelos_perdidos"": 53, ""faltas_sofridas"": 12, ""frequencia_gols"": 1244, ""jogos_avaliados"": 17, ""minutos_jogados"": 1244, ""posses_perdidas"": 85, ""cartoes_amarelos"": 7, ""dribles_sofridos"": 13, ""dribles_tentados"": 8, ""faltas_cometidas"": 24, ""gols_dentro_area"": 1, ""passes_decisivos"": 14, ""cruzamentos_total"": 11, ""duelos_aereos_pct"": 67.857142857143, ""duelos_ganhos_pct"": 50, ""lancamentos_total"": 26, ""passes_certos_pct"": 93.906420021763, ""recuperacoes_bola"": 68, ""conversao_gols_pct"": 14.285714285714, ""cruzamentos_certos"": 3, ""dribles_certos_pct"": 50, ""duelos_chao_ganhos"": 34, ""lancamentos_certos"": 21, ""desarmes_certos_pct"": 72.222222222222, ""finalizacoes_no_gol"": 4, ""passes_campo_ataque"": 525, ""passes_campo_defesa"": 403, ""duelos_aereos_ganhos"": 19, ""jogos_sem_sofrer_gol"": 3, ""passes_cavados_certos"": 14, ""cruzamentos_certos_pct"": 27.272727272727, ""duelos_aereos_perdidos"": 9, ""erros_para_finalizacao"": 1, ""finalizacoes_fora_area"": 3, ""finalizacoes_para_fora"": 2, ""gols_mais_assistencias"": 1, ""lancamentos_certos_pct"": 80.769230769231, ""tentativas_assistencia"": 14, ""gols_sofridos_fora_area"": 3, ""grandes_chances_criadas"": 1, ""finalizacoes_dentro_area"": 4, ""gols_sofridos_dentro_area"": 8, ""passes_terco_final_certos"": 191, ""recuperacoes_terco_ataque"": 3, ""passes_campo_ataque_certos"": 481, ""passes_campo_defesa_certos"": 383}",,0,,0,0,0,,,0,0,0,
25,16,0,0,0.00,0,0,0.000,0.000,0.000,0,0.00,0,0.00,0,0,0,0.000,0,0,0,0.00,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0.000,0,0,0,0,0.000,0.000,0.000,Brasileirão 2025,2025-12-07 02:31:38.506236,"{""id"": 1906227, ""xa"": 1.6692245, ""xg"": 2.2757, ""gols"": 1, ""tipo"": ""overall"", ""jogos"": 23, ""cortes"": 2, ""toques"": 543, ""desarmes"": 12, ""bloqueios"": 8, ""desarmado"": 16, ""nota_media"": 6.8, ""nota_total"": 156.4, ""assistencias"": 3, ""finalizacoes"": 30, ""impedimentos"": 3, ""passes_total"": 324, ""duelos_ganhos"": 50, ""gols_sofridos"": 5, ""passes_certos"": 266, ""titularidades"": 9, ""bolas_na_trave"": 2, ""dribles_certos"": 22, ""gols_fora_area"": 1, ""interceptacoes"": 4, ""passes_cavados"": 15, ""passes_errados"": 58, ""selecao_rodada"": 1, ""desarmes_certos"": 8, ""duelos_chao_pct"": 36.363636363636, ""duelos_perdidos"": 83, ""faltas_sofridas"": 6, ""frequencia_gols"": 880, ""gols_pe_direito"": 1, ""jogos_avaliados"": 23, ""minutos_jogados"": 880, ""posses_perdidas"": 152, ""dribles_sofridos"": 7, ""dribles_tentados"": 56, ""faltas_cometidas"": 13, ""passes_decisivos"": 11, ""cruzamentos_total"": 24, ""duelos_aereos_pct"": 43.478260869565, ""duelos_ganhos_pct"": 37.593984962406, ""lancamentos_total"": 10, ""passes_certos_pct"": 82.098765432099, ""recuperacoes_bola"": 32, ""conversao_gols_pct"": 3.3333333333333, ""cruzamentos_certos"": 2, ""dribles_certos_pct"": 39.285714285714, ""duelos_chao_ganhos"": 40, ""lancamentos_certos"": 7, ""desarmes_certos_pct"": 66.666666666667, ""finalizacoes_no_gol"": 7, ""passes_campo_ataque"": 280, ""passes_campo_defesa"": 61, ""duelos_aereos_ganhos"": 10, ""passes_cavados_certos"": 6, ""cruzamentos_certos_pct"": 8.3333333333333, ""duelos_aereos_perdidos"": 13, ""finalizacoes_fora_area"": 15, ""finalizacoes_para_fora"": 15, ""gols_mais_assistencias"": 4, ""lancamentos_certos_pct"": 70, ""tentativas_assistencia"": 11, ""gols_sofridos_fora_area"": 1, ""grandes_chances_criadas"": 1, ""finalizacoes_dentro_area"": 15, ""gols_sofridos_dentro_area"": 4, ""passes_terco_final_certos"": 135, ""recuperacoes_terco_ataque"": 11, ""passes_campo_ataque_certos"": 208, ""passes_campo_defesa_certos"": 53}",,0,,0,0,0,,,0,0,0,
26,20,0,0,0.00,0,0,0.000,0.000,0.000,0,0.00,0,0.00,0,0,0,0.000,0,0,0,0.00,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0.000,0,0,0,0,0.000,0.000,0.000,Brasileirão 2025,2025-12-07 02:31:39.415417,"{""id"": 1932117, ""xa"": 0.90353529, ""xg"": 0.3298, ""gols"": 1, ""tipo"": ""overall"", ""jogos"": 18, ""cortes"": 10, ""toques"": 662, ""desarmes"": 17, ""bloqueios"": 3, ""desarmado"": 10, ""nota_media"": 6.7388888888889, ""nota_total"": 121.3, ""finalizacoes"": 10, ""passes_total"": 546, ""duelos_ganhos"": 40, ""gols_sofridos"": 10, ""passes_certos"": 502, ""titularidades"": 10, ""dribles_certos"": 4, ""gols_fora_area"": 1, ""interceptacoes"": 4, ""passes_cavados"": 24, ""passes_errados"": 44, ""bloqueios_linha"": 2, ""desarmes_certos"": 12, ""duelos_chao_pct"": 46.478873239437, ""duelos_perdidos"": 51, ""faltas_sofridas"": 12, ""frequencia_gols"": 994, ""gols_pe_direito"": 1, ""jogos_avaliados"": 18, ""minutos_jogados"": 994, ""posses_perdidas"": 67, ""cartoes_amarelos"": 2, ""dribles_sofridos"": 7, ""dribles_tentados"": 8, ""faltas_cometidas"": 17, ""passes_decisivos"": 6, ""cartoes_vermelhos"": 1, ""cruzamentos_total"": 1, ""duelos_aereos_pct"": 35, ""duelos_ganhos_pct"": 43.956043956044, ""lancamentos_total"": 25, ""passes_certos_pct"": 91.941391941392, ""recuperacoes_bola"": 65, ""conversao_gols_pct"": 10, ""dribles_certos_pct"": 50, ""duelos_chao_ganhos"": 33, ""lancamentos_certos"": 19, ""desarmes_certos_pct"": 70.588235294118, ""finalizacoes_no_gol"": 5, ""passes_campo_ataque"": 316, ""passes_campo_defesa"": 230, ""duelos_aereos_ganhos"": 7, ""jogos_sem_sofrer_gol"": 4, ""passes_cavados_certos"": 16, ""duelos_aereos_perdidos"": 13, ""finalizacoes_fora_area"": 8, ""finalizacoes_para_fora"": 2, ""gols_mais_assistencias"": 1, ""lancamentos_certos_pct"": 76, ""tentativas_assistencia"": 6, ""grandes_chances_criadas"": 1, ""finalizacoes_dentro_area"": 2, ""grandes_chances_perdidas"": 1, ""cartoes_vermelhos_diretos"": 1, ""gols_sofridos_dentro_area"": 10, ""passes_terco_final_certos"": 124, ""recuperacoes_terco_ataque"": 5, ""passes_campo_ataque_certos"": 281, ""passes_campo_defesa_certos"": 220}",,0,,0,0,0,,,0,0,0,
27,8,0,0,0.00,0,0,0.000,0.000,0.000,0,0.00,0,0.00,0,0,0,0.000,0,0,0,0.00,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0.000,0,0,0,0,0.000,0.000,0.000,Brasileirão 2025,2025-12-07 02:31:41.866962,"{""id"": 1932126, ""xa"": 8.09834669, ""xg"": 10.1954, ""gols"": 18, ""tipo"": ""overall"", ""jogos"": 33, ""cortes"": 10, ""toques"": 1731, ""desarmes"": 34, ""bloqueios"": 28, ""desarmado"": 37, ""gols_falta"": 1, ""nota_media"": 7.7424242424242, ""nota_total"": 255.5, ""gols_cabeca"": 2, ""assistencias"": 14, ""finalizacoes"": 78, ""gols_penalti"": 2, ""impedimentos"": 2, ""passes_total"": 1160, ""duelos_ganhos"": 144, ""gols_sofridos"": 10, ""passes_certos"": 973, ""titularidades"": 30, ""bolas_na_trave"": 3, ""dribles_certos"": 41, ""gols_fora_area"": 5, ""interceptacoes"": 7, ""passes_cavados"": 94, ""passes_errados"": 187, ""selecao_rodada"": 15, ""bloqueios_linha"": 2, ""desarmes_certos"": 15, ""duelos_chao_pct"": 58.715596330275, ""duelos_perdidos"": 106, ""faltas_sofridas"": 54, ""frequencia_gols"": 131.77777777778, ""gols_pe_direito"": 11, ""jogos_avaliados"": 33, ""minutos_jogados"": 2372, ""posses_perdidas"": 444, ""cartoes_amarelos"": 3, ""dribles_sofridos"": 13, ""dribles_tentados"": 71, ""faltas_cometidas"": 13, ""gols_dentro_area"": 13, ""gols_pe_esquerdo"": 5, ""passes_decisivos"": 70, ""pre_assistencias"": 1, ""cruzamentos_total"": 147, ""duelos_aereos_pct"": 50, ""duelos_ganhos_pct"": 57.6, ""lancamentos_total"": 58, ""passes_certos_pct"": 83.879310344828, ""penaltis_cobrados"": 3, ""penaltis_na_trave"": 1, ""penaltis_sofridos"": 3, ""recuperacoes_bola"": 86, ""conversao_gols_pct"": 23.076923076923, ""conversao_penaltis"": 66.666666666667, ""cruzamentos_certos"": 23, ""dribles_certos_pct"": 57.746478873239, ""duelos_chao_ganhos"": 128, ""lancamentos_certos"": 35, ""desarmes_certos_pct"": 44.117647058824, ""finalizacoes_no_gol"": 24, ""passes_campo_ataque"": 994, ""passes_campo_defesa"": 293, ""duelos_aereos_ganhos"": 16, ""jogos_sem_sofrer_gol"": 1, ""conversao_bola_parada"": 20, ""passes_cavados_certos"": 48, ""cruzamentos_certos_pct"": 15.646258503401, ""duelos_aereos_perdidos"": 16, ""finalizacoes_fora_area"": 25, ""finalizacoes_para_fora"": 26, ""gols_mais_assistencias"": 32, ""lancamentos_certos_pct"": 60.344827586207, ""tentativas_assistencia"": 69, ""gols_sofridos_fora_area"": 2, ""grandes_chances_criadas"": 17, ""finalizacoes_bola_parada"": 5, ""finalizacoes_dentro_area"": 53, ""grandes_chances_perdidas"": 8, ""gols_sofridos_dentro_area"": 8, ""passes_terco_final_certos"": 415, ""recuperacoes_terco_ataque"": 20, ""passes_campo_ataque_certos"": 710, ""passes_campo_defesa_certos"": 268}",,0,,0,0,0,,,0,0,0,
28,11,0,0,0.00,0,0,0.000,0.000,0.000,0,0.00,0,0.00,0,0,0,0.000,0,0,0,0.00,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0.000,0,0,0,0,0.000,0.000,0.000,Brasileirão 2025,2025-12-07 02:31:45.365438,"{""id"": 1906230, ""xa"": 2.38504243, ""xg"": 3.0487, ""gols"": 4, ""tipo"": ""overall"", ""jogos"": 28, ""cortes"": 10, ""toques"": 855, ""desarmes"": 24, ""bloqueios"": 7, ""desarmado"": 23, ""nota_media"": 6.9035714285714, ""nota_total"": 193.3, ""gols_cabeca"": 1, ""assistencias"": 1, ""finalizacoes"": 26, ""impedimentos"": 2, ""passes_total"": 593, ""duelos_ganhos"": 76, ""gols_sofridos"": 9, ""passes_certos"": 481, ""titularidades"": 14, ""bolas_na_trave"": 1, ""dribles_certos"": 20, ""gols_fora_area"": 1, ""interceptacoes"": 2, ""passes_cavados"": 25, ""passes_errados"": 112, ""selecao_rodada"": 1, ""desarmes_certos"": 19, ""duelos_chao_pct"": 45.454545454545, ""duelos_perdidos"": 97, ""faltas_sofridas"": 16, ""frequencia_gols"": 336.5, ""gols_pe_direito"": 2, ""jogos_avaliados"": 28, ""minutos_jogados"": 1346, ""posses_perdidas"": 215, ""dribles_sofridos"": 13, ""dribles_tentados"": 37, ""faltas_cometidas"": 21, ""gols_dentro_area"": 3, ""gols_pe_esquerdo"": 1, ""passes_decisivos"": 30, ""cartoes_vermelhos"": 1, ""cruzamentos_total"": 17, ""duelos_aereos_pct"": 39.024390243902, ""duelos_ganhos_pct"": 43.93063583815, ""lancamentos_total"": 11, ""passes_certos_pct"": 81.112984822934, ""recuperacoes_bola"": 47, ""conversao_gols_pct"": 15.384615384615, ""cruzamentos_certos"": 3, ""dribles_certos_pct"": 54.054054054054, ""duelos_chao_ganhos"": 60, ""lancamentos_certos"": 6, ""desarmes_certos_pct"": 79.166666666667, ""finalizacoes_no_gol"": 10, ""passes_campo_ataque"": 479, ""passes_campo_defesa"": 128, ""duelos_aereos_ganhos"": 16, ""jogos_sem_sofrer_gol"": 2, ""passes_cavados_certos"": 13, ""cruzamentos_certos_pct"": 17.647058823529, ""duelos_aereos_perdidos"": 25, ""finalizacoes_fora_area"": 8, ""finalizacoes_para_fora"": 9, ""gols_mais_assistencias"": 5, ""lancamentos_certos_pct"": 54.545454545455, ""tentativas_assistencia"": 30, ""gols_sofridos_fora_area"": 2, ""grandes_chances_criadas"": 4, ""finalizacoes_bola_parada"": 2, ""finalizacoes_dentro_area"": 18, ""grandes_chances_perdidas"": 3, ""cartoes_vermelhos_diretos"": 1, ""gols_sofridos_dentro_area"": 7, ""passes_terco_final_certos"": 234, ""recuperacoes_terco_ataque"": 14, ""passes_campo_ataque_certos"": 376, ""passes_campo_defesa_certos"": 105}",,0,,0,0,0,,,0,0,0,
