id,nome,time_atual_id,posicao,numero_camisa,nacionalidade,nascimento,altura,pe_preferido,foto_url,sofascore_id,ativo,created_at,updated_at
557,Gabriel Baralhas,16,M,,,,,,,922575,t,2025-12-07 02:12:13.908502,2025-12-07 02:12:13.908502
558,Osvaldo,16,M,,,,,,,90468,t,2025-12-07 02:12:13.908502,2025-12-07 02:12:13.908502
559,Lucas Braga,16,M,,,,,,,934801,t,2025-12-07 02:12:13.908502,2025-12-07 02:12:13.908502
560,Dudu,16,M,,,,,,,1124220,t,2025-12-07 02:12:13.908502,2025-12-07 02:12:13.908502
561,Ronald,16,M,,,,,,,931521,t,2025-12-07 02:12:13.908502,2025-12-07 02:12:13.908502
562,Kike Saverio,16,M,,,,,,,1032938,t,2025-12-07 02:12:13.908502,2025-12-07 02:12:13.908502
563,Willian Oliveira,16,M,,,,,,,295167,t,2025-12-07 02:12:13.908502,2025-12-07 02:12:13.908502
564,Rúben Rodrigues,16,M,,,,,,,946563,t,2025-12-07 02:12:13.908502,2025-12-07 02:12:13.908502
565,Ricardo Ryller,16,M,,,,,,,870943,t,2025-12-07 02:12:13.908502,2025-12-07 02:12:13.908502
566,Felipe Cardoso,16,M,,,,,,,1652635,t,2025-12-07 02:12:13.908502,2025-12-07 02:12:13.908502
567,Maykon Jesus,16,M,,,,,,,1836781,t,2025-12-07 02:12:13.908502,2025-12-07 02:12:13.908502
568,Rúben Ramos Ismael,16,M,,,,,,,1469058,t,2025-12-07 02:12:13.908502,2025-12-07 02:12:13.908502
569,Pablo Santos,16,M,,,,,,,1841330,t,2025-12-07 02:12:13.908502,2025-12-07 02:12:13.908502
570,Marco Antônio,16,M,,,,,,,1112391,t,2025-12-07 02:12:13.908502,2025-12-07 02:12:13.908502
571,Wanderson Papaterra Matos,16,M,,,,,,,2025531,t,2025-12-07 02:12:13.908502,2025-12-07 02:12:13.908502
572,Lucas Lohan dos Santos Verediana,16,M,,,,,,,2174504,t,2025-12-07 02:12:13.908502,2025-12-07 02:12:13.908502
573,Lucas Halter,16,D,,,,,,,905450,t,2025-12-07 02:12:13.908502,2025-12-07 02:12:13.908502
574,Ramon,16,D,,,,,,,980761,t,2025-12-07 02:12:13.908502,2025-12-07 02:12:13.908502
575,Claudinho,16,D,,,,,,,992791,t,2025-12-07 02:12:13.908502,2025-12-07 02:12:13.908502
576,Camutanga,16,D,,,,,,,931759,t,2025-12-07 02:12:13.908502,2025-12-07 02:12:13.908502
577,Jamerson,16,D,,,,,,,972373,t,2025-12-07 02:12:13.908502,2025-12-07 02:12:13.908502
578,Raúl Cáceres,16,D,,,,,,,122971,t,2025-12-07 02:12:13.908502,2025-12-07 02:12:13.908502
579,Zé Marcos,16,D,,,,,,,901700,t,2025-12-07 02:12:13.908502,2025-12-07 02:12:13.908502
580,Neris,16,D,,,,,,,840247,t,2025-12-07 02:12:13.908502,2025-12-07 02:12:13.908502
581,Edu,16,D,,,,,,,989715,t,2025-12-07 02:12:13.908502,2025-12-07 02:12:13.908502
582,Pedro Henrique Pinheiro de Jesus,16,D,,,,,,,1633653,t,2025-12-07 02:12:13.908502,2025-12-07 02:12:13.908502
583,Kauan,16,D,,,,,,,2025518,t,2025-12-07 02:12:13.908502,2025-12-07 02:12:13.908502
584,Lucas Arcanjo,16,G,,,,,,,982558,t,2025-12-07 02:12:13.908502,2025-12-07 02:12:13.908502
585,Thiago Couto,16,G,,,,,,,871291,t,2025-12-07 02:12:13.908502,2025-12-07 02:12:13.908502
586,Alexandre Fintelman,16,G,,,,,,,1017274,t,2025-12-07 02:12:13.908502,2025-12-07 02:12:13.908502
587,Yuri Sena,16,G,,,,,,,905464,t,2025-12-07 02:12:13.908502,2025-12-07 02:12:13.908502
588,Davi Barbosa da Silva Novaes,16,G,,,,,,,1633877,t,2025-12-07 02:12:13.908502,2025-12-07 02:12:13.908502
589,Isidro Pitta,17,F,,,,,,,979861,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
590,Eduardo Sasha,17,F,,,,,,,143846,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
591,Thiago Borbas,17,F,,,,,,,1018547,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
592,Fernando,17,F,,,,,,,911195,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
593,Henry Mosquera,17,F,,,,,,,1170680,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
594,Arthur Sousa,17,F,,,,,,,1170780,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
595,Vinicinho,17,F,,,,,,,1587965,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
596,Bruno Goncalves De Jesus,17,F,,,,,,,1868441,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
597,Kawê,17,F,,,,,,,1046800,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
598,Jhon Jhon,17,M,,,,,,,1167069,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
599,Fabinho,17,M,,,,,,,1117513,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
600,Matheus Fernandes,17,M,,,,,,,840150,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
601,Lucas Barbosa,17,M,,,,,,,1067641,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
602,Ignacio Laquintana,17,M,,,,,,,948004,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
603,Gabriel Girotto,17,M,,,,,,,242052,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
604,Bruno Praxedes,17,M,,,,,,,1018093,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
605,Eric Ramires,17,M,,,,,,,950545,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
606,Vitinho,17,M,,,,,,,840210,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
607,Gustavo Neves,17,M,,,,,,,1463904,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
608,João Neto,17,M,,,,,,,990454,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
609,Davi Gomes,17,M,,,,,,,2032806,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
610,Vanderlan,17,D,,,,,,,1067640,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
611,Juninho Capixaba,17,D,,,,,,,870556,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
612,José Andrés Hurtado,17,D,,,,,,,987589,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
613,Guzmán Rodríguez,17,D,,,,,,,997239,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
614,Pedro Henrique,17,D,,,,,,,551774,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
615,Gustavo Marques,17,D,,,,,,,1174764,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
616,Alix Vinicius,17,D,,,,,,,1117597,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
617,Agustin Sant'Anna,17,D,,,,,,,869726,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
618,Nathan Mendes,17,D,,,,,,,1116955,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
619,Sergio Palacios,17,D,,,,,,,1525493,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
620,Eduardo Santos,17,D,,,,,,,925189,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
621,Guilherme Lopes,17,D,,,,,,,1097858,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
622,Cleiton,17,G,,,,,,,844576,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
623,Lucão,17,G,,,,,,,981586,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
624,Fabrício,17,G,,,,,,,1047208,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
625,Fernando Costa,17,G,,,,,,,2140167,t,2025-12-07 02:12:14.623768,2025-12-07 02:12:14.623768
626,Pedro Raul,18,F,,,,,,,866911,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
627,Lucca,18,F,,,,,,,1199435,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
628,Paulo Baya,18,F,,,,,,,1174206,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
629,Aylon,18,F,,,,,,,364528,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
630,Guilherme Luiz,18,F,,,,,,,1631434,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
631,Pedro Henrique,18,M,,,,,,,219190,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
632,Vina,18,M,,,,,,,1101714,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
633,Matheus Araújo,18,M,,,,,,,1002617,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
634,Antonio Galeano,18,M,,,,,,,883207,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
635,Rodriguinho,18,M,,,,,,,1174770,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
636,Fernando Sobral,18,M,,,,,,,931479,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
637,Lucas Mugni,18,M,,,,,,,249881,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
638,Vinicius Zanocelo,18,M,,,,,,,973841,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
639,Dieguinho,18,M,,,,,,,1016930,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
640,Lourenço,18,M,,,,,,,879871,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
641,Fernandinho,18,M,,,,,,,871219,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
642,Richardson,18,M,,,,,,,870758,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
643,Lucas Lima,18,M,,,,,,,1048254,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
644,Gabriel,18,M,,,,,,,2276181,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
645,Matheus Bahia,18,D,,,,,,,1047204,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
646,Rafael Ramos,18,D,,,,,,,788195,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
647,Marcos Victor,18,D,,,,,,,1174196,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
648,Willian Machado,18,D,,,,,,,925871,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
649,Fabiano Souza,18,D,,,,,,,1130513,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
650,Marllon,18,D,,,,,,,221206,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
651,Luiz Otávio,18,D,,,,,,,871204,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
652,Nicolas,18,D,,,,,,,841336,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
653,Éder,18,D,,,,,,,842072,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
654,Gabriel Lacerda,18,D,,,,,,,1047847,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
655,Keiller,18,G,,,,,,,840082,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
656,Bruno Ferreira,18,G,,,,,,,1066241,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
657,Richard,18,G,,,,,,,883906,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
658,Fernando Miguel,18,G,,,,,,,358418,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
659,Pedro Esli da Silva,18,"",,,,,,,2025593,t,2025-12-07 02:12:15.37488,2025-12-07 02:12:15.37488
660,Cléber,19,F,,,,,,,975207,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
661,Hygor,19,F,,,,,,,832472,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
662,Thayllon Roberth,19,F,,,,,,,1633708,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
663,Guilherme,19,F,,,,,,,1046835,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
664,Juninho,19,F,,,,,,,1463339,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
665,Josmar,19,F,,,,,,,2338346,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
666,David Luiz Silva,19,F,,,,,,,1590325,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
667,T Paulo,19,F,,,,,,,1951754,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
668,JP,19,M,,,,,,,1641124,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
669,Marquinhos Gabriel,19,M,,,,,,,90812,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
670,Maurício Garcez,19,M,,,,,,,1050353,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
671,Lucas Eduardo,19,M,,,,,,,1463560,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
672,Emerson Ramon,19,M,,,,,,,1130178,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
673,Railan,19,M,,,,,,,1047213,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
674,Zé Ricardo,19,M,,,,,,,840132,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
675,Del Piage,19,M,,,,,,,1018259,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
676,Andrey,19,M,,,,,,,1515290,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
677,Jean Lucas,19,M,,,,,,,902684,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
678,Gaspar,19,M,,,,,,,1467756,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
679,Léo Reis,19,M,,,,,,,1105277,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
680,Fellype Gabryel Ferraz da Silva,19,M,,,,,,,1632361,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
681,Nicolas Tedesco,19,M,,,,,,,2055363,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
682,Felipinho,19,M,,,,,,,2055362,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
683,Eduardo Brock,19,D,,,,,,,866775,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
684,Marcos Vinícius,19,D,,,,,,,942054,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
685,Mateus Quaresma,19,D,,,,,,,874360,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
686,Anderson,19,D,,,,,,,922629,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
687,Mário Sergio,19,D,,,,,,,355810,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
688,Wanderson,19,D,,,,,,,368846,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
689,Jonathan Costa,19,D,,,,,,,789084,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
690,Douglas da Silva Teixeira,19,D,,,,,,,1609565,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
691,Jamerson dos Santos Nascimento,19,D,,,,,,,2040065,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
692,Railan Reis Ferreira,19,D,,,,,,,1495887,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
693,Bruno Gonçalves Baldini,19,D,,,,,,,1915491,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
694,Bruno Baldini,19,D,,,,,,,2055361,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
695,César,19,G,,,,,,,870904,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
696,Igor Bohn,19,G,,,,,,,881483,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
697,Otávio,19,G,,,,,,,1111507,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
698,Adriel,19,"",,,,,,,2217687,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
699,David,19,"",,,,,,,2040590,t,2025-12-07 02:12:15.919482,2025-12-07 02:12:15.919482
700,Gilberto,20,F,,,,,,,158561,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
701,Matheus Babi,20,F,,,,,,,1007431,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
702,Gabriel Taliari,20,F,,,,,,,933955,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
703,Rafael Bilú,20,F,,,,,,,959005,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
704,Emerson Galego,20,F,,,,,,,1462809,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
705,Gabriel Veron,20,M,,,,,,,1002819,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
706,Juan Sforza,20,M,,,,,,,1003013,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
707,Nenê,20,M,,,,,,,5672,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
708,Jádson,20,M,,,,,,,243651,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
709,Emerson Batalla,20,M,,,,,,,1022945,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
710,Luis Mandaca,20,M,,,,,,,1116677,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
711,Caique Gonçalves,20,M,,,,,,,871032,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
712,Ênio,20,M,,,,,,,1015935,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
713,Lucas Fernandes,20,M,,,,,,,837871,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
714,Daniel Giraldo,20,M,,,,,,,1136107,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
715,Giovanny,20,M,,,,,,,797649,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
716,Edison Negueba,20,M,,,,,,,1200594,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
717,Peixoto,20,M,,,,,,,1049781,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
718,Rafinha,20,M,,,,,,,1467339,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
719,Hudson,20,M,,,,,,,1148373,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
720,Hudson Alexandre Batista da Silva,20,M,,,,,,,1907957,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
721,Roberson Cardoso,20,M,,,,,,,2025437,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
722,Wilker Ángel,20,D,,,,,,,147358,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
723,Alan Ruschel,20,D,,,,,,,551674,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
724,Natã,20,D,,,,,,,1175603,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
725,Marcelo Hermes,20,D,,,,,,,783490,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
726,Abner,20,D,,,,,,,1464653,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
727,Luan Freitas,20,D,,,,,,,986064,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
728,Igor Formiga,20,D,,,,,,,1009030,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
729,Marcos Paulo,20,D,,,,,,,1170913,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
730,Ewerthon,20,D,,,,,,,992512,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
731,Cipriano,20,D,,,,,,,1111123,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
732,Rodrigo Sam,20,D,,,,,,,794640,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
733,Reginaldo,20,D,,,,,,,555456,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
734,Bernardo Tichz Toffolo,20,D,,,,,,,1631649,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
735,Matheus Henrique  Schroeder da Silva,20,D,,,,,,,2025626,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
736,Luiz Eduardo Linhares Abreu,20,D,,,,,,,2337472,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
737,Jandrei,20,G,,,,,,,874979,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
738,Gastón Guruceaga,20,G,,,,,,,589614,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
739,Ruan Carneiro,20,G,,,,,,,1014248,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
740,Ze Henrique,20,G,,,,,,,1503154,t,2025-12-07 02:13:53.211309,2025-12-07 02:13:53.211309
